0610010F05Rik
Ccdc12
Ccdc136
Ccdc174
Ccdc25
Ccdc28a
Ccdc30
Ccdc34
Ccdc50
Ccdc58
Ccdc59
Ccdc66
Ccdc85a
Ccdc88a
Ccdc92
Cck
Cckbr
Ccl25
Ccl27a
Ccm2
Ccnc
Ccnd2
Ccnh
Ccni
Ccnl1
Ccnl2
Ccnt1
Ccnt2
Ccny
Ccsap
Ccser2
Cct3
Cct4
Ccz1
Cd200
Cd34
Cd47
Cd81
Cd99l2
Cdadc1
Cdc123
Cdc16
Cdc23
Cdc26
Cdc27
Cdc37
Cdc37l1
Cdc40
Cdc42
Cdc42bpa
Cdc42se2
Cdc5l
Cdc73
Cdh10
Cdh11
Cdh12
Cdh13
Cdh2
Cdh6
Cdh8
Cdip1
Cdk11b
Cdk12
Cdk13
Cdk14
Cdk16
Cdk17
Cdk5
Cdk5r1
Cdk7
Cdk8
Cdk9
Cdkal1
Cdkl2
Cdkl5
Cds1
Cds2
Cdv3
Cdyl2
Cebpg
Cebpz
Celf1
Celf2
Celf3
Celf4
Celf5
Celsr2
Cenpc1
Cenpv
Cep120
Cep164
Cep170
Cep19
Cep290
Cep295
Cep350
Cep70
Cep83
Cept1
Cers4
Cers5
Cers6
Cetn3
Cfap20
Cfap36
Cfap97
Cfdp1
Cfl1
Cfl2
Chac2
Chchd3
Chchd6
Chchd7
Chd1
Chd2
Chd3
Chd3os
Chd4
Chd5
Chd6
Chd8
Chd9
Cherp
Chfr
Chga
Chgb
Chic1
Chic2
Chid1
Chka
Chl1
Chm
Chmp2a
Chmp3
Chn1
Chordc1
Chp1
Chpt1
Chrm1
Chrm3
Chst1
Chst10
Chuk
Ciapin1
Cinp
Cipc
Cir1
Cirbp
Cisd2
Cit
Ciz1
Ckap5
Ckb
Ckmt1
Clasp1
Clasp2
Clcn3
Clcn6
Clec16a
Clip1
Clip3
Clip4
Clk1
Clk2
Clk3
Clk4
Clns1a
Clock
Clpp
Clptm1
Clpx
Clstn1
Clstn2
Clstn3
Clta
Cltb
Cltc
Clu
Cluap1
Clvs2
Cmas
Cmc2
Cmip
Cmpk1
Cnbd2
Cnbp
Cnep1r1
Cnih1
Cnih3
Cnksr2
Cnnm1
Cnot1
Cnot10
Cnot2
Cnot3
Cnot4
Cnot6
Cnot6l
Cnot7
Cnot8
Cnpy3
Cnr1
Cnrip1
Cntn1
Cntn3
Cntn4
Cntn5
Cntnap1
Cntnap2
Cntnap5a
Cobl
Cog4
Cog6
Cog7
Coil
Col19a1
Col25a1
Col4a3bp
Colgalt1
Commd10
Commd3
Commd4
Comt
Copa
Copb1
Copg1
Cops2
Cops3
Cops4
Cops5
Cops7b
Cops8
Copz1
Coq10a
Coq10b
Coq2
Coq3
Coq5
Coq9
Coro1c
Coro2b
Coro7
Cox10
Cox11
Cox18
Cox19
Cox5a
Cox6a1
Cox6b1
Cox6c
Cox7a2
Cox7a2l
Cox7b
Cox7c
Cox8a
Cpd
Cpe
Cpeb1
Cpeb2
Cpeb3
Cpeb4
Cplx1
Cplx2
Cpne5
Cpne8
Cpne9
Cpsf6
Cpsf7
Cpt1c
Crbn
Crcp
Creb1
Crebbp
Crebrf
Crebzf
Creg2
Creld1
Crem
Crip2
Crk
Crmp1
Crtac1
Crtc1
Cry2
Cs
Csdc2
Csde1
Cse1l
Csf2ra
Csmd1
Csmd2
Csmd3
Csnk1a1
Csnk1d
Csnk1e
Csnk1g1
Csnk1g3
Csnk2a1
Csnk2a2
Cspg5
Cspp1
Csrnp3
Cst3
Cstf2
Cstf3
Ctbp1
Ctcf
Ctdspl
Ctdspl2
Ctnna1
Ctnna2
Ctnnb1
Ctnnbip1
Ctnnbl1
Ctnnd2
Ctps2
Ctr9
Ctsb
Ctsl
Cttn
Cttnbp2
Ctxn1
Cuedc2
Cul1
Cul2
Cul3
Cul4a
Cul5
Cux1
Cwc15
Cwc27
Cwf19l2
Cx3cl1
Cxxc4
Cxxc5
Cyb5a
Cyb5b
Cyb5r4
Cyc1
Cyfip1
Cyfip2
Cyhr1
Cyld
Cyp46a1
Cystm1
Cyth1
D130043K22Rik
D230025D16Rik
D3Ertd751e
D430041D05Rik
D5Ertd579e
D630045J12Rik
Daam1
Dab1
Dab2ip
Dag1
Dagla
Daglb
Dalrd3
Dap3
Dapk1
Dars
Dazap1
Dbn1
Dbnl
Dcaf11
Dcaf12
Dcaf17
Dcaf5
Dcaf6
Dcaf7
Dcaf8
Dcakd
Dclk1
Dclk2
Dctn1
Dctn2
Dctn4
Dctn5
Dctn6
Dcun1d1
Dcun1d2
Dcun1d4
Dcun1d5
Dcx
Ddb1
Ddhd1
Ddhd2
Ddrgk1
Ddx1
Ddx10
Ddx17
Ddx24
Ddx39b
Ddx42
Ddx46
Ddx5
Ddx50
Ddx55
Ddx6
Deaf1
Decr2
Dennd4a
Dennd5a
Dennd5b
Dennd6a
Dennd6b
Denr
Deptor
Derl1
Desi1
Desi2
Dexi
Dffa
Dgat1
Dgkb
Dgkd
Dgke
Dgkg
Dgkh
Dgki
Dgkz
Dhdds
Dhps
Dhx15
Dhx30
Dhx32
Dhx36
Dhx57
Dido1
Dip2b
Dip2c
Diras2
Dirc2
Dis3l2
Disp2
Dixdc1
Dkk3
Dlat
Dlc1
Dld
Dlg1
Dlg2
Dlg4
Dlgap1
Dlgap2
Dlgap3
Dlgap4
Dlst
Dmd
Dmtf1
Dmtn
Dmxl1
Dmxl2
Dnaja1
Dnaja2
Dnaja3
Dnajb11
Dnajb14
Dnajb4
Dnajb6
Dnajc1
Dnajc10
Dnajc11
Dnajc13
Dnajc15
Dnajc18
Dnajc19
Dnajc21
Dnajc24
Dnajc27
Dnajc3
Dnajc5
Dnajc6
Dnajc7
Dnajc8
Dnal1
Dner
Dnm1
Dnm1l
Dnm3
Dnmt3a
Dnttip1
Dock3
Dock4
Dock7
Dock9
Dok5
Dopey1
Dopey2
Dot1l
Dpf1
Dpf2
Dph6
Dph7
Dpm2
Dpp10
Dpp6
Dpp8
Dpy19l1
Dpy30
Dpysl2
Dram2
Drg1
Drosha
Drp2
Dscam
Dst
Dstn
Dtd1
Dtna
Dtnb
Dtnbp1
Dtx3
Dtymk
Dusp11
Dusp12
Dusp14
Dusp3
Dvl1
Dym
Dync1h1
Dync1i1
Dync1i2
Dync1li1
Dync1li2
Dync2h1
Dynll1
Dyrk1a
Dzank1
Dzip1
Dzip3
E330009J07Rik
Eapp
Ecd
Echdc1
Ecsit
Edem3
Edf1
Edil3
Eea1
Eed
Eef1a1
Eef1a2
Eef1g
Eef2
Eefsec
Efcab14
Efhd2
Efna5
Efr3a
Efr3b
Eftud2
Egr1
Ehbp1
Ehmt1
Ehmt2
Ei24
Eid1
Eif1
Eif1b
Eif2a
Eif2ak1
Eif2b5
Eif2s2
Eif3a
Eif3c
Eif3e
Eif3h
Eif3j1
Eif4a1
Eif4a2
Eif4b
Eif4e
Eif4enif1
Eif4g1
Eif4g2
Eif4g3
Eif4h
Eif5
Eif5b
Elavl1
Elavl2
Elavl3
Elavl4
Ell2
Elmo1
Elmo2
Elmod1
Elovl4
Elovl6
Elp2
Elp5
Emb
Emc10
Emc2
Emc3
Emc7
Eml1
Eml2
Eml4
Eml5
Enah
Enc1
Eno1
Eno2
Enox1
Enpp2
Enpp5
Ensa
Entpd6
Eny2
Ep300
Ep400
Epc1
Epc2
Epdr1
Epg5
Epha4
Epha5
Epha7
Ephb6
Ephx4
Epn1
Epn2
Eprs
Eps15
Eps15l1
Erc1
Erc2
Ergic1
Ergic2
Ergic3
Erh
Eri3
Erlec1
Ero1l
Ero1lb
Erp29
Erp44
Esco1
Esf1
Esrrg
Esyt2
Etf1
Etfa
Etl4
Etnk1
Etv5
Evi5
Evi5l
Evl
Ewsr1
Exd2
Exoc1
Exoc2
Exoc3
Exoc4
Exoc5
Exoc6
Exoc6b
Exosc1
Exosc10
Exosc7
Ext1
Ext2
Extl3
Ezh1
Faah
Fads1
Faf1
Faf2
Faim2
Fam104a
Fam105a
Fam114a2
Fam118b
Fam120a
Fam120b
Fam120c
Fam126b
Fam131a
Fam133b
Fam135a
Fam135b
Fam13b
Fam13c
Fam149b
Fam155a
Fam160a2
Fam160b2
Fam162a
Fam168a
Fam168b
Fam169a
Fam171a1
Fam171a2
Fam171b
Fam172a
Fam173a
Fam189a1
Fam189b
Fam193b
Fam19a5
Fam208a
Fam208b
Fam212b
Fam213a
Fam216a
Fam219a
Fam222b
Fam229b
Fam3c
Fam45a
Fam49a
Fam49b
Fam57b
Fam69a
Fam76a
Fam76b
Fam81a
Fam92a
Fam98a
Far1
Far2
Farsb
Fastk
Fat3
Faxc
Fbxl17
Fbxl2
Fbxl20
Fbxl5
Fbxo11
Fbxo18
Fbxo21
Fbxo25
Fbxo28
Fbxo3
Fbxo31
Fbxo33
Fbxo34
Fbxo38
Fbxo41
Fbxo44
Fbxo8
Fbxo9
Fbxw11
Fbxw2
Fbxw5
Fbxw7
Fcho1
Fcho2
Fdft1
Fem1b
Fer
Fermt2
Fez1
Fgf12
Fgf13
Fgf14
Fgfr1op2
Fhl1
Fhl2
Fhod3
Fip1l1
Fis1
Fkbp1a
Fkbp2
Fkbp3
Fkbp8
Fktn
Flot1
Flot2
Flrt2
Flrt3
Flywch1
Fmn2
Fmnl1
Fmr1
Fnbp1
Fnbp1l
Fnbp4
Fndc3a
Fndc4
Fnip1
Fnta
Fntb
Fopnl
Foxj3
Foxk2
Foxn3
Foxp1
Fra10ac1
Frmd5
Frmpd4
Frrs1l
Fry
Fryl
Fsd1l
Fstl4
Fth1
Fto
Ftx
Fubp1
Fus
Fut8
Fut9
Fxr1
Fxr2
Fxyd7
Fyco1
Fyn
Fyttd1
Fzd3
G3bp1
G3bp2
Gaa
Gabarapl1
Gabarapl2
Gabbr1
Gabbr2
Gabpb1
Gabra1
Gabra2
Gabra3
Gabra4
Gabra5
Gabrb1
Gabrb2
Gabrb3
Gabrd
Gabrg2
Gabrg3
Gak
Galnt1
Galnt11
Galnt13
Galnt14
Galnt18
Galnt9
Ganab
Gap43
Gapvd1
Garnl3
Gars
Gas6
Gas7
Gatad2b
Gba2
Gbf1
Gcc2
Gclm
Gda
Gdap1
Gdap2
Gde1
Gdi1
Gdi2
Gdpd1
Gfm2
Gfpt1
Gfra2
Gfra4
Gga2
Gga3
Ggnbp2
Ggps1
Ggt7
Gigyf2
Gin1
Gipc1
Glb1
Gle1
Glg1
Glmn
Glod4
Glrb
Glrx2
Glrx3
Gls
Gls2
Glt8d1
Glud1
Glyr1
Gm10419
Gm11418
Gm14326
Gm14410
Gm15738
Gm1976
Gm3764
Gmcl1
Gmpr
Gmps
Gna11
Gnai1
Gnal
Gnao1
Gnaq
Gnas
Gnaz
Gnb1
Gnb5
Gng2
Gng3
Gnl3
Gnl3l
Gnpat
Gnptab
Gnptg
Gns
Golga1
Golga2
Golga3
Golga4
Golga5
Golga7
Golga7b
Golgb1
Golt1b
Gon4l
Gorasp2
Gosr1
Got1
Got2
Gpatch1
Gpatch2
Gpatch8
Gpbp1l1
Gpcpd1
Gphn
Gpi1
Gpkow
Gpm6a
Gpm6b
Gpr137c
Gpr155
Gpr158
Gpr162
Gpr180
Gpr22
Gpr85
Gpr89
Gprasp1
Gps1
Gps2
Gpx4
Gramd1a
Gramd1b
Grb10
Grb2
Gria1
Gria2
Gria3
Gria4
Grik2
Grik5
Grin1
Grin2a
Grin2b
Grina
Grip1
Gripap1
Grk6
Grm3
Grm5
Grm7
Grm8
Gsk3b
Gskip
Gspt1
Gsr
Gstz1
Gtdc1
Gtf2a1
Gtf2a2
Gtf2h1
Gtf2h2
Gtf2h5
Gtf2i
Gtf3c1
Gtf3c3
Gtpbp4
Gucy1a2
Guf1
H13
H2afj
H2afv
H2afy
H2afy2
H2afz
H3f3a
H3f3b
Habp4
Hace1
Hagh
Haghl
Hars
Hbs1l
Hcfc2
Hcn1
Hdac11
Hdac2
Hdac3
Hdac4
Hdac5
Hdac9
Hdgf
Hdhd2
Hdlbp
Heatr3
Heatr6
Hectd1
Hecw1
Hecw2
Helz
Herc1
Herc2
Herc3
Herc4
Herpud1
Herpud2
Hexa
Hgsnat
Hibadh
Hid1
Hif1a
Higd1a
Higd2a
Hint1
Hipk3
Hivep1
Hivep2
Hivep3
Hjurp
Hk1
Hlf
Hmg20a
Hmgb1
Hmgcll1
Hmgcr
Hmgcs1
Hmgn1
Hmgn3
Hmox2
Hnmt
Hnrnpa1
Hnrnpa2b1
Hnrnpa3
Hnrnpc
Hnrnpd
Hnrnpdl
Hnrnpf
Hnrnph1
Hnrnph2
Hnrnph3
Hnrnpk
Hnrnpl
Hnrnpll
Hnrnpm
Hnrnpr
Hnrnpul1
Homer1
Homer2
Hook1
Hook3
Hp1bp3
Hpca
Hprt
Hras
Hs3st2
Hs3st4
Hsbp1
Hsd17b12
Hsd17b4
Hsf1
Hsp90aa1
Hsp90ab1
Hsp90b1
Hspa14
Hspa4
Hspa4l
Hspa5
Hspa8
Hspa9
Hspbp1
Hsph1
Htr1f
Htt
Huwe1
Iars
Ica1
Ica1l
Icam5
Ice1
Id2
Ide
Idh3a
Idh3b
Idh3g
Ier5
Iffo1
Ifngr2
Ifrd1
Ift122
Ift20
Ift43
Ift52
Ift57
Ift74
Ift81
Ift88
Igf1r
Igsf21
Igsf8
Ik
Ikbkap
Ikbkb
Il1rap
Il1rapl1
Il34
Ildr2
Ilf2
Ilf3
Ilkap
Immp1l
Immt
Impact
Ina
Inf2
Ing2
Ing4
Inpp4a
Inpp5b
Inpp5f
Inpp5k
Insig2
Insr
Ints10
Ints6
Ints7
Ints8
Ints9
Ip6k1
Ip6k2
Ipcef1
Ipo11
Ipo5
Ipo7
Ipo8
Ipo9
Iqcb1
Iqsec1
Iqsec2
Iqsec3
Irak1
Ireb2
Irf2
Isca2
Iscu
Ist1
Itch
Itfg1
Itgb1
Itm2b
Itm2c
Itpa
Itpka
Itpr1
Itsn1
Itsn2
Ivd
Ivns1abp
Iws1
Jak1
Jak2
Jakmip2
Jazf1
Jkamp
Jmjd1c
Jmy
Josd1
Josd2
Jph4
Jtb
Jund
Kalrn
Kansl1
Kansl2
Kansl3
Kantr
Kat6b
Kat7
Katnal1
Kcmf1
Kcna1
Kcna2
Kcna6
Kcnab1
Kcnab2
Kcnb1
Kcnc1
Kcnc2
Kcnc3
Kcnd2
Kcnh1
Kcnh3
Kcnh7
Kcnip2
Kcnip3
Kcnip4
Kcnj3
Kcnj6
Kcnj9
Kcnk1
Kcnk2
Kcnk4
Kcnma1
Kcnmb4
Kcnn2
Kcnq1ot1
Kcnq2
Kcnq5
Kcnt1
Kcnt2
Kcnv1
Kctd1
Kctd20
Kctd3
Kdm1a
Kdm2a
Kdm3a
Kdm4b
Kdm4c
Kdm5a
Kdm5b
Kdm5c
Kdm7a
Kdsr
Khdrbs1
Khdrbs2
Khdrbs3
Kidins220
Kif1a
Kif1b
Kif21a
Kif2a
Kif3a
Kif3b
Kif5a
Kif5b
Kif5c
Kifap3
Kifc2
Klc1
Klc2
Klf10
Klf12
Klf13
Klf6
Klf7
Klf9
Klhdc1
Klhdc10
Klhdc2
Klhdc3
Klhl12
Klhl15
Klhl2
Klhl22
Klhl24
Klhl29
Klhl7
Klhl8
Kmt2a
Kmt2c
Kmt2d
Kmt2e
Knop1
Kpna1
Kpna3
Kpna4
Kpna6
Kpnb1
Kras
Krit1
Krt222
Ktn1
L1cam
Lage3
Lamp1
Lamp2
Lamp5
Lamtor1
Lamtor3
Lamtor4
Lancl1
Laptm4a
Laptm4b
Larp1
Larp4
Larp4b
Lars
Lars2
Las1l
Lasp1
Lclat1
Lcmt1
Lcor
Ldb2
Ldha
Ldhb
Ldlrad4
Lemd3
Leng8
Letm1
Letm2
Letmd1
Lgi1
Lgmn
Lhfp
Lhfpl4
Lias
Limch1
Limk2
Lin7a
Lin7b
Lin7c
Lingo1
Lingo2
Lix1
Lman1
Lman2l
Lmbr1
Lmbrd1
Lmbrd2
Lmna
Lmo3
Lmo4
Lmo7
Lmtk2
Lnx1
Lonp2
Lonrf2
Lpcat1
Lpcat4
Lpgat1
Lrch3
Lrfn5
Lrif1
Lrp1
Lrp11
Lrp1b
Lrp8
Lrpap1
Lrpprc
Lrrc3b
Lrrc4
Lrrc40
Lrrc45
Lrrc49
Lrrc4b
Lrrc4c
Lrrc57
Lrrc58
Lrrc7
Lrrc8b
Lrrcc1
Lrrfip1
Lrrfip2
Lrrk2
Lrrn2
Lrrn3
Lrrtm1
Lrrtm3
Lrrtm4
Lsamp
Lsm1
Lsm14a
Ltn1
Luc7l
Luc7l2
Luc7l3
Lurap1l
Luzp1
Luzp2
Ly6e
Ly6h
Lynx1
Lypla2
Lysmd4
Lyst
Lztfl1
Lztr1
Lzts1
Lzts3
Macf1
Macrod2
Madd
Maea
Mafg
Maged1
Magi1
Magi2
Magi3
Mal2
Malat1
Malsu1
Mamld1
Man1a2
Man2a2
Manbal
Manf
Map1a
Map1b
Map1lc3a
Map1s
Map2
Map2k1
Map2k2
Map2k4
Map2k5
Map3k12
Map3k2
Map3k7
Map4
Map4k2
Map4k3
Map4k5
Map6
Map7
Map7d1
Map7d2
Map9
Mapk1
Mapk10
Mapk11
Mapk14
Mapk1ip1
Mapk4
Mapk8
Mapk8ip1
Mapk8ip2
Mapk8ip3
Mapk9
Mapkap1
Mapre1
Mapre2
Mapre3
Mapt
Marc2
March1
March2
March5
March6
March7
Marcks
Mark1
Mark2
Mark3
Mark4
Mast1
Mast2
Mast3
Mast4
Mat2a
Mat2b
Matk
Matr3
Mau2
Max
Mbd1
Mbd5
Mbip
Mblac2
Mbnl1
Mbnl2
Mboat2
Mboat7
Mbp
Mbtd1
Mbtps1
Mccc1
Mcf2l
Mcrs1
Mctp1
Mcts1
Mcu
Mdga2
Mdh1
Mdh2
Mdm2
Mdm4
Mdn1
Me1
Me2
Me3
Meaf6
Mecp2
Mecr
Med1
Med13
Med13l
Med14
Med15
Med24
Med25
Med27
Med4
Med6
Mef2a
Mef2c
Mef2d
Meg3
Megf8
Memo1
Metap1d
Metap2
Mettl16
Mettl23
Mettl9
Mfap1a
Mfap1b
Mfap3
Mff
Mfn1
Mfn2
Mfsd11
Mfsd6
Mfsd8
Mga
Mgat4c
Mgat5
Mgea5
Mgll
Mgrn1
Mgst3
Mia3
Miat
Mib1
Mib2
Mical2
Mical3
Micu1
Micu2
Micu3
Mief1
Mier1
Mink1
Minos1
Minpp1
Mios
Mkl2
Mkln1
Mkrn1
Mlf2
Mlip
Mllt10
Mllt11
Mllt3
Mmaa
Mmd
Mmp16
Mmp17
Mnat1
Mob2
Mob4
Mon2
Morc3
Morf4l1
Morf4l2
Mpc1
Mpc2
Mpdz
Mphosph8
Mpp2
Mpp3
Mpp6
Mpped1
Mpped2
Mprip
Mpv17
Mpv17l
Mras
Mroh1
Mrpl15
Mrpl21
Mrpl27
Mrpl3
Mrpl33
Mrpl38
Mrpl4
Mrpl41
Mrpl42
Mrpl45
Mrpl48
Mrps10
Mrps12
Mrps15
Mrps17
Mrps18a
Mrps21
Mrps26
Mrps33
Mrps36
Mrps5
Mrps7
Mrps9
Msi2
Msmo1
Msra
Mt3
Mta3
Mtch1
Mtch2
Mtcl1
Mtdh
Mtf1
Mtf2
Mtg2
Mthfsd
Mtif2
Mtmr1
Mtmr12
Mtmr3
Mtmr6
Mtmr7
Mtor
Mtpap
Mtpn
Mtus2
Mtx2
Mvb12b
Mxi1
Mycbp
Mycbp2
Myef2
Myh10
Myl12b
Myl6
Myo18a
Myo5a
Myo9a
Mysm1
Myt1l
Mzt1
N4bp2l1
N4bp2l2
Naa15
Naa20
Naa25
Naa35
Naa40
Naa50
Nabp2
Naca
Nadk
Nae1
Nagk
Nalcn
Nap1l1
Nap1l3
Nap1l4
Nap1l5
Napa
Napb
Napg
Narf
Nars
Nars2
Nat8l
Nav1
Nav2
Nav3
Nbea
Nbeal1
Nbr1
Ncald
Ncam1
Ncam2
Ncan
Ncapd3
Ncbp1
Ncbp2
Nceh1
Nck1
Nck2
Nckap1
Ncl
Ncoa1
Ncoa2
Ncoa3
Ncoa5
Ncoa6
Ncoa7
Ncor1
Ncor2
Ncs1
Ncstn
Ndel1
Ndfip1
Ndfip2
Ndrg3
Ndrg4
Ndst3
Ndufa10
Ndufa4
Ndufa6
Ndufaf2
Ndufaf4
Ndufaf7
Ndufb10
Ndufb3
Ndufc2
Ndufs1
Ndufs2
Ndufs3
Ndufs4
Ndufs5
Ndufv1
Ndufv2
Nebl
Necab1
Necab3
Nedd4
Nedd4l
Nedd8
Nefm
Negr1
Nek1
Nelfb
Nell1
Nell2
Nemf
Neo1
Neto1
Neto2
